gênero,artista,música,letra
Pagode,Molejo,Né Brinquedo Não,"Né brinquedo não Né brinquedo não Dona Jura muito esperta Dando mole pro Tião Com cervejinha gelada E pastel de camarão Quando ele chega Bota moral Vem Basílio com a cerveja Bolinho de bacalhau Xande fica injuriado Já sentiu a armação Mas tem que ficar calado Engolir o tal Tião Né brinquedo não Dona jura muito esperta Dando mole pro Tião Com cervejinha gelada (bom te vê) E pastel de camarão O Bar da Jura O local mais querido Tem Nazira na varanda Linda, querendo marido Sem esquecer Tem o trio armação Não convido bom te vê Ligeirinho, Aninha e Raposão Né brinquedo não Dona Jura muito esperta Dando mole pro Tião Com cervejinha gelada E pastel de camarão Lá vem Odete (chama o bombeiro) Mulher vulcão Convidando a galera Para ir ao piscinão Carla passa com a Noêmia Espalha corrupção Dona Jura tá de olho No olhinho do Tião Né brinquedo não Dona Jura muito esperta Dando mole pro Tião Com cervejinha gelada E pastel de camarão"
Pagode,Molejo,A Bruxa Está Solta,"Agora é tarde, nosso amor tá acabado, tô falando à vera Você não soube respeitar o meu ciúme, por isso já era Pode xingar, me humilhar, não vou dar bola Eu já falei que com você não quero guerra Quando você vier na minha direção, vê se me erra Eu disse que não era brincadeira você não acreditou Fez gracinha, deu risada, pra todo mundo falou Que eu tinha mais é que sofrer por teu amor (amor) Não adianta você vir se ajoelhar Bater cabeça pra salvar seu orixá Porque fizeram um feitiço de responsa pra nos separar A bruxa está solta, oh, oh, oh Soltaram um fubá, fú Agora não adianta você vir me procurar"
Pagode,Os Travessos,Tô Te Filmando (Sorria),"Toda vez que eu vejo você Sinto uma coisa diferente Toda vez que eu penso em você Te vejo nos meus sonhos tão carente (tão carente) Por que você não cola do meu lado? Esquece os grilos todos do passado Vem comigo e tenta ser feliz Pare de dizer: Tá tudo errado Deixa eu logo ser seu namorado O resto, o destino é quem diz Sorria que eu estou te filmando Sorria, o coração tá gravando O seu nome aqui dentro de mim, ooh Sorria que o prazer já vem vindo Sorria, nosso amor tá tão lindo Não quero ver você tão triste assim Sorria que eu estou te filmando Sorria, o coração tá gravando O seu nome aqui dentro de mim, ooh Sorria que o prazer já vem vindo Sorria, nosso amor tá tão lindo Não quero ver você tão triste assim Toda vez que eu vejo você Sinto uma coisa diferente, diferente Toda vez que eu penso em você Te vejo nos meus sonhos tão carente, tão carente Por que você não cola do meu lado? Esquece os grilos todos do passado Vem comigo e tenta ser feliz Pare de dizer: Tá tudo errado Deixa eu logo ser seu namorado O resto, o destino é quem diz Sorria que eu estou te filmando Sorria, o coração tá gravando O seu nome aqui dentro de mim, ooh Sorria que o prazer já vem vindo Sorria, nosso amor tá tão lindo Não quero ver você tão triste assim Sorria que eu estou te filmando Sorria, o coração tá gravando O seu nome aqui dentro de mim, ooh Sorria que o prazer já vem vindo Sorria, nosso amor tá tão lindo Não quero ver você tão triste assim, ooh Sorria que eu estou te filmando (te filmando) Sorria, o coração tá gravando (o coração tá gravando) O seu nome aqui dentro de mim (dentro de mim, ooh)"
Pagode,Os Travessos,Quando a Gente Ama,"Não sei o que é que falta pra esse amor dar certo Será que eu errei em te agradar demais? Eu acho que você não gosta muito disso Alguém que só te ama não te satisfaz Amar como eu te amo até que eu não queria Mas o que eu vou fazer se não tem solução? Brincar com quem te gosta assim é covardia Faz bem só pro seu ego e mal pro coração (Faz bem só pro seu ego e mal pro meu coração) Laia laia laia, laia laia laia Parece que às vezes vivo de mentiras Atrás de ilusões que não tem nada a ver Mas sei que sou teu chão, o teu porto seguro Eu vejo tudo isso e você não vê (Você não vê) Eu não ligo pro que os outros falam Me arrependo só do que não fiz Nesses casos de amor o coração é quem diz Eu aceito todas suas crises E finjo que acredito no que você diz Pois quando a gente ama eu sou feliz, feliz Quando a gente ama eu sou (Quando a gente ama eu sou feliz) Não sei o que é que falta pra esse amor dar certo Será que eu errei em te agradar demais? Eu acho que você não gosta muito disso Alguém que só te ama não te satisfaz Amar como eu te amo até que eu não queria Mas o que eu vou fazer se não tem solução? Brincar com quem te gosta assim é covardia Faz bem só pro seu ego e mal pro coração (Faz bem só pro seu ego e mal pro meu coração) Laia laia laia, laia laia laia Laia laia laia, laia laia laia Parece que às vezes vivo de mentiras Atrás de ilusões que não tem nada a ver Mas sei que sou teu chão, o teu porto seguro Eu vejo tudo isso e você não vê (Você não vê) Eu não ligo pro que os outros falam Me arrependo só do que não fiz Nesses casos de amor o coração é quem diz Eu aceito todas suas crises E finjo que acredito no que você diz Pois quando a gente ama eu sou o homem mais feliz Pois quando a gente ama eu sou feliz, feliz Laia laia laia, laia laia laia Eu sou o homem mais feliz Laia laia laia, laia laia laia Quando a gente ama Laia laia laia, laia laia laia Eu sou o homem mais feliz Laia laia laia, laia laia laia Quando a gente ama Laia laia laia, laia laia laia Eu sou o homem mais feliz Laia laia laia, laia laia laia Quando a gente ama"
Pagode,Os Travessos,Caixa Postal,"Diz pra mim como pôde acontecer O que que eu fiz? A gente era tão feliz Você saiu assim sem me dizer Batendo a porta Outro dia caminhando pelas ruas Eu lembrei de como a gente era feliz Quase tudo era motivo pra sorrir Você foi e eu não sei o que eu te fiz Perguntam por você Não sei o que dizer Sem ter o que falar Eu tento me explicar Digo: Eu já fui lá, bati, liguei Deixei recado na caixa postal Não sei, não mais vi Como pode alguém fazer tanto sentido E sair por uma porta sem voltar E sumir da minha vida de uma vez Sem deixar nenhuma pista de onde está Perguntam por você Não sei o que dizer Sem ter o que falar Eu tento me explicar Digo: Eu já fui lá, bati, liguei Deixei recado na caixa postal Não sei, não mais vi Como pode alguém fazer tanto sentido E sair por uma porta sem voltar E sumir da minha vida de uma vez Sem deixar nenhuma pista de onde está Perguntam por você Não sei o que dizer Sem ter o que falar Eu tento me explicar Digo: Eu já fui lá, bati, liguei Deixei recado na caixa postal Não sei, não mais vi"
Pagode,Os Travessos,Dividido,"Tô cansado de viver um jogo Tô cansado de correr atrás Mentira, egoísmo pra mim não da mais Você sempre cheia de mistério Nunca leva o que eu falo a sério Se esconde atrás das loucuras que faz Eu sou sempre o culpado Pago caro sem a chance de me defender Nunca tentou me entender Pensa somente em você Vai cuidando da sua vida Os seus interesses vêm em primeiro lugar Mas se eu te encontro e te deixo pra lá Diz que muda pra me impressionar Chega madrugada o telefone toca Mas eu não atendo, bate em minha porta Só que eu tenho medo de me arrepender (Já não sei direito mais nem quem é você) Fico dividido pois a carne é fraca Quando o lance é pele o coração que paga As suas atitudes me fazem pensar Será que vale a pena eu te perdoar Vou resolver, pagar pra ver você mudar Chega madrugada o telefone toca Mas eu não atendo, bate em minha porta Só que eu tenho medo de me arrepender (Já não sei direito mais nem quem é você) Fico dividido pois a carne é fraca Quando o lance é pele o coração que paga As suas atitudes me fazem pensar Será que vale a pena eu te perdoar Vou resolver, pagar pra ver você mudar E eu sou sempre o culpado Pago caro sem a chance de me defender Nunca tentou me entender Pensa somente em você Vai cuidando da sua vida Os seus interesses vêm em primeiro lugar Mas se eu te encontro e te deixo pra lá Diz que muda pra me impressionar Chega madrugada o telefone toca Mas eu não atendo, bate em minha porta (olha o swing) Só que eu tenho medo de me arrepender (Já não sei direito mais nem quem é você) Fico dividido pois a carne é fraca Quando o lance é pele o coração que paga Suas atitudes me fazem pensar Será que vale a pena eu te perdoar Vou resolver, pagar pra ver você mudar Chega madrugada o telefone toca Mas eu não atendo, bate em minha porta Só que eu tenho medo de me arrepender (Já não sei direito mais nem quem é você) Fico dividido pois a carne é fraca Quando o lance é pele o coração que paga Suas atitudes me fazem pensar Será que vale a pena eu te perdoar Vou resolver, pagar pra ver"
Pagode,Os Travessos,Sonhos e Planos (Sou Eu),"Sonhos, planos Do dia pra noite tudo isso se perdeu Gotas rolam A cada movimento que a vida me remete a nós Nossos lábios Se completam de um jeito tão perfeito E eu guardo em mim Hoje vejo o fim E entendo que Um dia mal Chega para quem merece ter um dia bom também Irracional Dizer que quero te ver mais feliz nos braços de outro alguém Eu sofro ao te ver Arrogante, mas preciso estar distante pra você olhar Pra trás e perceber Que sou eu (eu, eu, eu, eu) O seu porto seguro, do seu coração o dono sou eu (eu, eu, eu, eu) O abraço mais sincero, o beijo mais gostoso é meu (eu, eu, eu, eu) O seu porto seguro, do seu coração o dono sou eu (eu, eu, eu, eu) O abraço mais sincero, o beijo mais gostoso é meu Um dia mal Chega para quem merece ter um dia bom também Irracional Dizer que quero te ver mais feliz nos braços de outro alguém Eu sofro ao te ver Arrogante, mas preciso estar distante pra você olhar Pra trás e perceber Que sou eu (eu, eu, eu, eu) O seu porto seguro, do seu coração o dono sou eu (eu, eu, eu, eu) O abraço mais sincero, o beijo mais gostoso é meu (eu, eu, eu, eu) O seu porto seguro, do seu coração o dono sou eu (eu, eu, eu, eu) O abraço mais sincero, o beijo mais gostoso é meu Só meu Só meu Só meu, só meu O abraço mais sincero O abraço mais sincero Eu, eu, eu, eu O seu porto seguro, do seu coração o dono sou eu (eu, eu, eu, eu) O abraço mais sincero, o beijo mais gostoso é meu (eu, eu, eu, eu) O seu porto seguro, o dono do seu coração (eu, eu, eu, eu) O abraço mais sincero, o beijo mais gostoso É meu"
Pagode,Os Travessos,Tu Mandas No Meu Coração,Não sei quanto tempo o tempo deixou De achar um tempo para o nosso amor Quem de nós fugiu e nunca se encontrou A fúria do tempo não nos perdoou Nosso passatempo foi só recordar Que existia tempo pra gente sonhar Más lá fora o tempo agora se fechou Será que o tempo da gente acabou Minha companheira é a solidão Me encontro perdido na escuridão Você me jurou que entre eu e você Não valia brincar de se esconder Olho em minha volta e você não está Se for brincadeira melhor nem brincar Você pediu pra dar um tempo E eu não quis acreditar Será que nem por um momento Você pode me escutar Se ainda existe sentimento Não brinque assim comigo não Você bem sabe que aqui dentro amor Tu mandas no meu coração
Pagode,Os Travessos,Tô Com Saudade,"Tô com saudade de você Vê se liga quero te ver Sei que também quer me encontrar Não entra nessa de tentar Se não vai resolver Saindo com outra pessoa Pois o nosso prazer É quando estamos numa boa Esse lance de brigar não faz sentido  É melhor você ficar de bem comigo O meu mundo se destrói sem teus carinhos  É melhor você voltar pro nosso ninho E quando a paixão acender  E o coração aceitar  Nasce um desejo, um prazer de verdade E a emoção de viver Faz a gente continuar Pra realizar nossa felicidade"
Pagode,Os Travessos,Adivinha,"Adivinha o que eu quero com você Quero um beijo meu desejo é te ver Quando a gente se encontra só você não se dá conta Que entre nós só tá faltando acontecer Adivinha o que eu quero com você É brincar de provocar sua paixão E falar no seu ouvido qualquer coisa sem sentido Só pra ver qual é a sua reação Ouve essa canção que eu te fiz No meu coração tem um X Pra deixar bem claro o que eu quero e preciso dizer Hoje eu estou tão feliz Se você quiser vem e me diz Deixa todo mundo saber Adivinha o que eu quero com você Te namorar, te conquistar, baby Te namorar, te conquistar, te namorar Te namorar, te conquistar, baby Te namorar, te conquistar Adivinha Adivinha o que eu quero com você É brincar de provocar sua paixão E falar no seu ouvido qualquer coisa sem sentido Só pra ver qual é a sua reação Ouve essa canção que eu te fiz No meu coração tem um X Pra deixar bem claro o que eu quero e preciso dizer Hoje eu estou tão feliz Se você quiser vem e me diz Deixa todo mundo saber Adivinha o que eu quero com você Te namorar, te conquistar, baby Te namorar, te conquistar Te namorar, te conquistar, baby Te namorar, te conquistar Vou te namorar, vou te conquistar, baby Te namorar, te conquistar, baby Te namorar, te conquistar Te namorar, baby"
Pagode,Os Travessos,Sonhos e Planos,"Sonhos, planos Do dia pra noite tudo isso se perdeu Gotas rolam A cada movimento que a vida me remete a nós Nossos lábios Se completam de um jeito tão perfeito Que eu guardo em mim Hoje vejo o fim E entendo que Um dia mal Chega para quem merece ter um dia bom também Irracional Dizer que quero te ver mais feliz Nos braços de outro alguém Eu sofro ao te ver Arrogante, mas preciso estar distante pra você olhar Pra trás e perceber Que sou eu (eu, eu, eu, eu) Teu porto seguro do seu coração O dono sou eu (eu, eu, eu, eu) O abraço mais sincero O beijo mais gostoso é meu (eu, eu, eu) O seu porto seguro do seu coração O dono sou eu (eu, eu, eu, eu) O abraço mais sincero O beijo mais gostoso é meu, meu (Um dia mal) Chega para quem merece ter um dia bom também (Irracional) Dizer que quero te ver mais feliz Nos braços de outro alguém Eu sofro ao te ver Arrogante, mas preciso estar distante pra você olhar Pra trás e perceber (Eu, eu, eu, eu) Teu porto seguro do seu coração O dono sou eu (eu, eu, eu, eu) O abraço mais sincero O beijo mais gostoso é meu (eu, eu, eu) Teu porto seguro do seu coração Sou eu (eu, eu, eu, eu) O abraço mais sincero O beijo mais gostoso é meu Só meu Só meu Só meu O abraço mais sincero"
Pagode,Os Travessos,Lá Fora a Chuva Cai,Hoje um casal Me fez lembrar nós dois Daquele tempo bom Tempo do nosso amor Eu e você no mesmo coração Não paro de pensar na nossa canção Lá fora a chuva cai Não vejo mais o teu olhar Já não aguento mais Ficar sem te ver Lá fora a chuva cai Não vejo mais o teu olhar Já não aguento mais Ficar sem te ver Vou te procurar aonde for E acabar de vez com essa dor No fim do arco-iris vai estar Toda a paz do nosso amor Hoje um casal Me fez lembrar nos dois Daquele tempo bom Tempo do nosso amor Lá fora a chuva cai Não vejo mais o teu olhar Já não aguento mais Ficar sem te ver Lá fora a chuva cai Não vejo mais o teu olhar Já não aguento mais Ficar sem te ver Vou te procurar aonde for (Aonde for) E acabar de vez com essa dor (Essa dor) No fim do arco-iris vai estar (Vai estar) Toda a paz do nosso amor Eu vou te procurar aonde for (Aonde for) E acabar de vez com essa dor (Com essa dor) No fim do arco-iris vai estar (Vai estar) Toda a paz do nosso amor Do nosso amor
Pagode,Os Travessos,Vou Te Procurar,Hoje um casal Me fez lembrar nós dois Daquele tempo bom Tempo do nosso amor Eu e você Num mesmo coração Não paro de pensar Na nossa canção Lá fora a chuva cai Não vejo mais o teu olhar Já não aguento mais Ficar sem te ver Lá fora a chuva cai Não vejo mais o teu olhar Já não aguento mais Ficar sem te ver Vou te procurar aonde for E acabar de vez com essa dor No fim do arco-íris vai estar Toda paz do nosso amor Hoje um casal Me fez lembrar nós dois Daquele tempo bom Tempo do nosso amor Lá fora a chuva cai Não vejo mais o teu olhar Já não aguento mais Ficar sem te ver Lá fora a chuva cai Não vejo mais o teu olhar Já não aguento mais Ficar sem te ver Vou te procurar aonde for E acabar de vez com essa dor No fim do arco-íris vai estar Toda paz do nosso amor Eu vou te procurar aonde for E acabar de vez com essa dor No fim do arco-íris vai estar Toda paz do nosso amor
Pagode,Os Travessos,Distância,"Tanto tempo longe Tanto tempo sem se ver Eu sei, faz doer Tantas noites longas Sem carinho e sem prazer Eu sei faz doer Mas não fique triste amor Eu logo vou voltar E todo o meu coração te entregar A distância não irá Nossas vidas separar pois você me quer E eu te quero também Não importa aonde eu estiver Pode vir o que vier Nada vai destruir Esse amor que já criou raiz Vou seguir viagem Com o coração querendo mais, de você Levo na bagagem Os momentos lindos entre eu, e você Mas não fique triste amor Eu logo vou voltar E todo meu coração te entregar A distância não irá Nossas vidas separar pois você me quer E eu te quero também Não importa aonde eu estiver Pode vir o que vier Nada vai destruir Esse amor que já criou raiz Mas não fique triste amor Eu logo vou voltar E todo meu coração te entregar A distância não irá Nossas vidas separar pois você me quer E eu te quero também Não importa aonde eu estiver Pode vir o que vier Nada vai destruir Esse amor que já criou raiz A distância não irá Nossas vidas separar pois você me quer E eu te quero também Não importa aonde eu estiver Pode vir o que vier Nada vai destruir Esse amor que já criou raiz"
Pagode,Os Travessos,Meu Querubim,Sempre quando a noite vem Meu pensamento vai te procurar É eu preciso te encontrar Meu grande amor Tô sozinho sem ninguém Sem amigos pra desabafar Essa solidão vai me matar Volta pra mim Não dá mais pra fingir que eu não ligo Não faz assim Pois você é tudo o que eu preciso Volta pra mim Troco seu perdão por um castigo Meu querubim Anjo bom me dá o seu amor Quero sorrir E o meu sorriso não existe Quero explodir Essa vontade de viver Quero chorar Lágrimas de felicidade Quero sonhar Um amor de verdade Quero sorrir E o meu sorriso não existe Quero explodir Essa vontade de viver Quero chorar Lágrimas de felicidade Quero sonhar Um amor de verdade Sempre quando a noite vem Meu pensamento vai te procurar É eu preciso te encontrar Meu grande amor Tô sozinho sem ninguém Sem amigos pra desabafar Essa solidão vai me matar Volta pra mim Não dá mais pra fingir que eu não ligo Não faz assim Pois você é tudo o que eu preciso Volta pra mim Troco seu perdão por um castigo Meu querubim Anjo bom me dá o seu amor Quero sorrir E o meu sorriso não existe Quero explodir Essa vontade de viver Quero chorar Lágrimas de felicidade Quero sonhar Um amor de verdade Quero sorrir E o meu sorriso não existe Quero explodir Essa vontade de viver Quero chorar Lágrimas de felicidade Quero sonhar Um amor de verdade Quero sorrir E o meu sorriso não existe Quero explodir Essa vontade de viver Quero chorar Lágrimas de felicidade Quero sonhar Um amor de verdade Quero sorrir E o meu sorriso não existe Quero explodir Essa vontade de viver Quero chorar Lágrimas de felicidade Quero sonhar Um amor de verdade
Pagode,Os Travessos,Shopping Center,"Quando eu te vi no shopping center Com seu novo namorado Quase não acreditei Eu confesso que chorei Perdi a vontade de continuar meu lanche Quando eu te vi fora de alcance me lembrei Do último beijo de amor que eu lhe dei Em minha cabeça um filme de longa metragem Com tantas imagens de sonho, amor e desejo. E aquela cena triste no final o nosso adeus Foi quando os seus olhos Curtindo as ofertas de um magazine Cruzaram a vitrine para encontrar os meus Meu coração disparou Minha cabeça rodou E em meu peito A saudade explodindo que nem um vulcão Você também se assustou Seu namorado sacou Que o nosso amor é um fio de alta tensão Ainda bem que ele viu Antes de alguém lhe falar Que ainda existe uma forte paixão entre você e eu E sabiamente sumiu Estou aqui pra pegar o que é meu Quando eu te vi no shopping center Com seu novo namorado Quase não acreditei Eu confesso que chorei Chorei Perdi a vontade de continuar meu lanche Quando eu te vi fora de alcance me lembrei Do último beijo de amor que eu lhe dei Em minha cabeça um filme de longa metragem Com tantas imagens de sonho, amor e desejo E aquela cena triste no final o nosso adeus Foi quando os seus olhos Curtindo as ofertas de um magazine Cruzaram a vitrine para encontrar os meus Meu coração disparou Minha cabeça rodou E em meu peito A saudade explodindo que nem um vulcão Você também se assustou Seu namorado sacou ...de alta tensão Ainda bem que ele viu Antes de alguém lhe falar Que ainda existe uma forte paixão entre você e eu ...Estou aqui pra pegar o que é meu"
Pagode,Os Travessos,Um Dia Pra Nós Dois,"Preciso te ver Saber se você vai Me olhar daquele jeito De quem quer sempre mais e mais Eu preciso ter Um dia pra nós dois Ficar de bem com o coração Deixar rolar essa paixão Nada vai tirar você de mim Quem sabe meu bem esse dia vem E aí não vai ter pra ninguém Então vem me faz amar você Que eu tô louco pra dizer Que não vou mais te deixar Eu não quero mais viver Sozinho sem você Nada fica pra depois Quero um dia pra nós dois Me faz amar você Que eu tô louco pra dizer Que não vou mais te deixar Eu não quero mais viver Sozinho sem você Nada fica pra depois Quero um dia pra nós dois Preciso te ver Saber se você vai Me olhar daquele jeito De quem quer sempre mais e mais Eu preciso ter Um dia pra nós dois Ficar de bem com o coração Deixar rolar essa paixão Nada vai tirar você de mim Quem sabe meu bem esse dia vem E aí não vai ter pra ninguém Então vem me faz amar você Que eu tô louco pra dizer Que não vou mais te deixar Eu não quero mais viver Sozinho sem você Nada fica pra depois Quero um dia pra nós dois Me faz amar você Que eu tô louco pra dizer Que não vou mais te deixar Eu não quero mais viver Sozinho sem você Nada fica pra depois Quero, quero, quero Um dia pra nós dois Me faz amar você Que eu tô louco pra dizer Que não vou mais te deixar Eu não quero mais viver Sozinho sem você Nada fica pra depois Quero um dia pra nós dois"
Pagode,Os Travessos,A Troco de Nada,"Ver você, bem assim tão despreocupada Superou nosso fim, nem comenta nada Deu pra ver, pra você não foi tão difícil assim Quando eu terminei, estava apaixonada Minha atitude pra você, foi precipitada Ver você com outro alguém Machucou demais em mim Você pediu uma explicação Disse pra mim que nunca entendeu Porque dei um fim na nossa relação Agora que passou vou explicar o que aconteceu Teu telefone tocou, e eu atendi De repente eu ouvi, uma voz: Oi amor, estou aqui Como isso pode acontecer? Não era eu que te ligava de madrugada Por muitas vezes pensei em atender Mas eu te amava, confiava em você Mas agora eu vejo o tempo que eu perdi Por alguém que me enganava a troco de nada"
Pagode,Os Travessos,Maravilha Te Amar,"Por que você não larga de bobeira E vem me dar um beijo? Por que você não larga de bobeira E vem me dar um beijo? Se é isso que você mais quer Se é isso que a gente quer Se é isso que você mais quer Se é isso que a gente quer Maravilha é poder te amar Gostoso assim Maravilha é poder ter você Perto de mim Se a distância só nos separou E o passado não foi tão ruim Nosso amor o destino selou Vem pra mim, vem pra mim Beija minha boca, tira minha roupa, tira o meu sossego Que eu tô querendo Ai, que coisa louca essa garota está me enlouquecendo Eu tô querendo Beija minha boca, tira minha roupa, tira o meu sossego Que eu tô querendo Ai, que coisa louca essa garota está me enlouquecendo Eu tô querendo Por que você não larga de bobeira E vem me dar um beijo? Por que você não larga de bobeira E vem me dar um beijo? Se é isso que você mais quer Se é isso que a gente quer Se é isso que você mais quer Se é isso que a gente quer Maravilha é poder te amar Gostoso assim Maravilha é poder ter você Perto de mim Se a distância só nos separou E o passado não foi tão ruim Nosso amor no destino selou Vem pra mim, vem pra mim Beija minha boca, tira minha roupa, tira o meu sossego Que eu tô querendo Ai, que coisa louca essa garota tá me enlouquecendo Eu tô querendo Beija minha boca, tira minha roupa, tira o meu sossego Que eu tô querendo Ai, que coisa louca essa garota tá me enlouquecendo Eu tô querendo Eu tô querendo Eu tô querendo Eu tô querendo Ooooh! Beija minha boca, tira minha roupa, tira o meu sossego Que eu tô querendo Ai, que coisa louca essa garota tá me enlouquecendo Eu tô querendo Beija minha boca, tira minha roupa, tira o meu sossego Que eu tô querendo Ai, que coisa louca essa garota tá me enlouquecendo Eu tô querendo Eu tô querendo Eu tô querendo"
Pagode,Os Travessos,Não Se Sinta Só,"Eu não sei porque a vida é assim São tantos procurando um outro alguém Pra poder continuar seja lá aonde for Ei, você que tá sofrendo como eu Que tá passando pelo que eu passei Não se sinta assim tão só Hoje eu canto pra você Ah, você que tem vontade de parar Parar o tempo e pedir para voltar E reviver aquele grande amor Eu, também queria ver ela voltar Também queria ver a gente se acertar A velha história entre nós dois Não se sinta só, você vive como eu Não se sinta só, você ama como eu Não se sinta só, não se sinta assim"
Pagode,Os Travessos,Beija Minha Boca,"Porque você não larga de bobeira e vem me dar um beijo (2x) Se é isso que você mais quer Se é isso que a gente quer Maravilha é poder te amar, gostoso assim Maravilha é poder ter voce perto de mim Se a distância só nos separou E o passado não foi tão ruim Nosso amor o destino selou Vem pra mim, vem pra mim Beija minha boca, tira minha roupa, tira meu sossêgo Que eu tô querendo... Ai que coisa louca essa garota está me enlouquecendo Eu tô querendo...."
Pagode,Os Travessos,Alô,"Alô Tem alguém ligado aí Na rádio a me ouvir Se houver me dê um sinal Alô Procura-se alguém Que queira ser meu bem Se houver me dê um sinal Mais um ano que passei Tanto tempo eu esperei Pra falar de sentimento Resolvi nesse momento Fazer loucura pra tentar Achar alguém em algum lugar Que seja tudo o que eu quero Que venha pra ficar Que goste de andar de mãos dadas sorrindo nas ruas E pra me acalmar doces beijos molhados de chuva Alô Tem alguém ligado ai Na rádio a me ouvir Se houver me dê um sinal Alô Procura se alguém Que queira ser meu bem Se houver me dê um sinal Mande um sinal Que de repente possa ser você Mande um sinal (Aaaaaaalôôô) Mande um sinal Que eu tô doidinho pra encontrar com você Mande um sinal Alô Tem alguém ligado ai Na rádio a me ouvir Se houver me dê um sinal Alô Procura se alguém Que queira ser meu bem Se houver me dê um sinal Alô, alô, alô, alô Tem alguém ligado aí Tem? Se houver me dê um sinal Alôôô... Oh oh oh.... oh oh oh... Se houver me dê um sinal Alô oh oh oh oh oh (Tem alguém ligado aí) Tem alguém ligado aí Se houver... Se houver me dê um sinal Alô Se houver me dê um sinal"
Pagode,Luiz Carlos Da Vila,Além da Razão,"Por te amar eu pintei Um azul do céu se admirar Até o mar adocei E das pedras leite eu fiz brotar De um vulgar fiz um rei E do nada o império pra te dar A cantar eu direi o que eu acho então o que é amar É uma ponte lá para o longe do horizonte Jardim sem espinhos Pinho que vai bem em qualquer canção Roupa de vestir qualquer estação É uma dança, paz de criança Que só se alcança se houver carinho É estar além da simples razão Basta não mentir pro seu coração"
Pagode,Luiz Carlos Da Vila,Horizonte Melhor,"Enfim Um horizonte melhor me sorriu Ao ver esperança no ar Que dos seus lindos olhos luziu Minha dor virou gota no mar Sou feliz pois vejo o amor chegar Sinto a inspiração de novo em mim brotar Um samba novo, amor, eu vou lhe dedicar Ficar de prontidão, iremos nos armar De muito amor e então o nosso amor será O mais bonito, o bendito, o infinito sem conflitos Nada vai nos separar"
Pagode,Luiz Carlos Da Vila,Ao Nosso Amor Maior,"Todo céu era de anil Todo um valia mil Qualquer anel já nos casava Água fresca no cantil Mãe e mão, mesmo sem til o nosso amor acentuava Bomba que não explodiu Moça que ouvindo um: psiu No sorriso estancava A vitória com louvor Safra boa ao lavrador E que se eternizava Ave que escapuliu Ganhando o céu se abriu Liberdade que chegava A magia do amor Do amor maior, sublime amor Que o mundo todo esperava Vai ficar assim e até melhor Nada de pôr fim ao nosso amor maior Os dois sempre irão no ir e vir Dó, Ré, Mi, Fa, sol, La, Si Si, La, Sol, Fa, Mi, Ré, Dó Era palco pro ator Microfone pro cantor O de menos que somava Tela e tinta pro pintor No momento inspirador Que até Deus se inspirava Batucada no apogeu Luna, Marçal e Eliseu Que a plateia adorava Dia de festa no mar Para saudar Iemanjá Que ao povo abençoava Preta Velha abençoou O terreiro se abraçou E o batuque anunciava Vento ruim, vento levou A poeira assentou Era o amor quem festejava"
Pagode,Luiz Carlos Da Vila,Os Papéis,"Laia, laia, laia Laia, laia, laia Laia, laia  Laia, laia Laia, laia...ôô!!! (BIS) (Os Papéis) Os papéis Que eu varei noite pra escrever um samba Foram dez ou foram mil, não deu para contar Meu papel Foi de um sem fé que removeu montanhas E nos céu dos fiéis, o senhor de tamanha façanha Os meus pés Sempre dançavam pelas mãos de um bamba Ou, ao invés, faziam tudo para eu tropeçar Se era Deus, subi ao palco a pedir perdão Quando eu era eu ou não eu, sim ou não (BIS) Fui Pastor De ovelha negra, branca e sem matiz De lá do campo e também da matriz Eu me fiz seu escravo em papel de senhor Pôr Amor Foi ai que eu vi então que tudo o que escrevi E também todo o papel que eu vivi Só vivi pra você Oh! Meu grande amor Laia"
Pagode,Luiz Carlos Da Vila,O Sonho Não Acabou,"A chama não se apagou Nem se apagará És luz de eterno fulgor Candeia O tempo que o samba viver O sonho não vai acabar E ninguém irá esquecer Candeia Todo tempo que o céu Abrigar o encanto de uma lua cheia E o pescador afirmar Que ouviu o cantar da sereia E as fortes ondas do mar Sorrindo a brincarem com a areia A chama não vai se apagar Candeia A chama não se apagou Nem se apagará Onde houver uma crença Uma gota de fé Uma roda, uma aldeia Um sorriso, um olhar Que é um poema de fé Sangue a correr nas veias Um cantar à vontade Outras coisas que a liberdade semeia O sonho não vai acabar Candeia"
Pagode,Luiz Carlos Da Vila,A Luz Do Vencedor,Quem não lutar Pra conquistar o que sonhou Fazer por merecer Se iluminar Com a luz que há no vencedor Pode até ganhar E méritos não ter Aquecer Os seus ideais em muito amor Com o poder nas mãos não brincar O arvoredo do mal derrubar E arrancá-lo bem na raiz Sua vida no bem sublimar Pra ajudar a erguer o pilar De um mundo bem mais feliz
